customer_id,transaction_id,age,gender,account_type,branch,account_open_date,transaction_date,balance_amount,currency,transaction_amount,transaction_type,credit_score,loan_amount,loan_status,loan_approved,occupation,annual_income,email,notes,income_flag,has_negative_income
CUST-2269,TXN681698,51.0,Female,Checking,Phoenix,2019-12-09,2020-06-15,1410.99,GBP,-0.01,ATM,573.0,5757.04,Active,No,Doctor,6180.67,chris.smith@outlook.com,Customer flagged for review,Normal,False
CUST-2410,TXN698826,56.0,Female,Savings,Los Angeles,2023-11-27,2024-01-13,1381.76,USD,281.81,ATM,761.0,48404.42,Active,Yes,Engineer,6180.67,mike.taylor@yahoo.com,Loan disbursed to account,Normal,False
CUST--9696,TXN199355,72.0,Female,Current,Houston,2019-12-06,2021-10-15,2713.59,USD,92.0,Wire Transfer,656.0,17997.62,Active,Yes,Accountant,6314.71,mike.miller@bank.org,Unknown,Normal,False
CUST-2468,TXN426683,52.0,Female,Checking,Los Angeles,2019-12-30,2022-05-10,44134.53,NGN,4790.0,Withdrawal,596.0,3046.33,Default,Yes,Lawyer,76435.35,alex.wilson@bank.org,Auto-debit setup confirmed,Normal,False
CUST-1213,TXN130897,35.0,Female,Savings,Los Angeles,2023-11-03,2024-04-26,1204.74,NGN,213.77,ATM,637.0,26050.23,Default,No,Doctor,3544.43,chris.jones@gmail.com,Auto-debit setup confirmed,Normal,False
CUST-3051,TXN711417,72.0,Female,Savings,New York,2018-05-07,2024-03-14,1551.73,USD,69.29,Withdrawal,672.0,7580.255,Active,Unknown,unknown,7426.11,taylor.taylor@bank.org,Unknown,Normal,False
CUST-1473,TXN339980,25.0,Female,Checking,New York,2022-02-10,2022-06-23,33467.53,EUR,15078.11,Deposit,628.0,3323.61,Default,Yes,Accountant,23815.47,john.moore@outlook.com,Customer flagged for review,Normal,False
cust1507,TXN125680,48.0,Female,Fixed Deposit,Los Angeles,2018-04-26,2019-10-22,15806.1,EUR,3941.91,Withdrawal,762.0,5985.62,Default,Yes,Teacher,29189.87,lee.anderson@gmail.com,Unknown,Normal,False
CUST-1367,TXN248845,68.0,Male,Checking,Los Angeles,2023-07-07,2023-12-29,1928.67,EUR,733.88,Deposit,675.0,4154.34,Closed,Yes,Accountant,7977.32,Unknown,Loan disbursed to account,Normal,False
CUST-1938,TXN160005,35.0,Female,Checking,Los Angeles,2021-07-14,2022-09-19,14486.59,USD,628.28,Withdrawal,593.0,1741.35,Default,Unknown,Accountant,20560.19,morgan.moore@yahoo.com,KYC documents pending,Normal,False
CUST-1208,TXN206142,52.0,Female,Savings,Chicago,2020-01-03,2022-05-02,198.88,EUR,-255.06,Withdrawal,653.0,10506.22,Default,No,Engineer,6180.67,sara.jackson@outlook.com,Unknown,Normal,False
CUST-2805,TXN292239,29.0,Female,Fixed Deposit,Houston,2020-02-27,2022-09-01,14569.73,EUR,1094.34,Deposit,618.0,2633.64,Active,No,Doctor,15766.45,taylor.miller@yahoo.com,Transaction verified by branch Houston,Normal,False
CUST-2811,TXN935579,21.0,Male,Checking,Chicago,2021-08-10,2022-12-29,14030.46,EUR,5564.73,Withdrawal,611.0,7580.255,Closed,No,Lawyer,9325.83,pat.brown@bank.org,Loan disbursed to account,Normal,False
CUST-2016,TXN970370,48.0,Male,Checking,New York,2021-07-17,2022-03-04,1413.24,GBP,911.71,Deposit,673.0,28786.2,Default,Yes,Lawyer,4688.24,alex.brown@outlook.com,Unknown,Normal,False
CUST-2179,TXN737690,33.0,Male,Checking,Los Angeles,2020-02-15,2022-08-27,3904.45,GBP,2081.04,Wire Transfer,647.0,3489.69,Unknown,Yes,unknown,9191.68,taylor.miller@bank.org,Account dormant >6 months,Normal,False
CUST-2411,TXN893913,68.0,Male,Checking,Los Angeles,2021-02-01,2021-10-22,94.42,USD,-127.94,Withdrawal,615.0,7580.255,Active,No,Doctor,6180.67,lee.taylor@bank.org,Account dormant >6 months,Normal,False
CUST-2961,TXN941538,43.0,Male,Current,Chicago,2022-02-28,2023-05-06,2947.7,NGN,954.67,Withdrawal,673.0,12128.33,Active,Yes,Accountant,6180.67,pat.davis@yahoo.com,Auto-debit setup confirmed,Normal,False
CUST-2741,TXN611482,62.0,Male,Current,New York,2022-06-04,2023-11-23,8981.34,USD,-500.0,Deposit,647.0,5113.78,Closed,No,Engineer,17931.28,sara.brown@yahoo.com,Loan disbursed to account,Normal,False
CUST-3157,TXN109558,23.0,Male,Checking,Chicago,2024-05-29,2024-06-29,8048.6,GBP,403.88,Withdrawal,745.0,29765.4,Active,Yes,Teacher,1965.73,alex.smith@gmail.com,Loan disbursed to account,Normal,False
CUST-1718,TXN704116,37.0,Female,Checking,Los Angeles,2019-09-06,2022-03-27,6869.38,GBP,938.81,Deposit,688.0,1724.51,Closed,Yes,Accountant,15064.4,Unknown,Unknown,Normal,False
CUST-1825,TXN898335,59.0,Male,Savings,New York,2023-10-21,2024-02-08,20318.32,USD,8497.59,ATM,647.0,669.63,Active,No,Doctor,22826.89,alex.davis@outlook.com,Loan di,Normal,False
CUST-1952,TXN693475,30.0,Unknown,Checking,Chicago,2024-04-12,2024-05-23,4948.98,NGN,2318.05,Deposit,650.0,15046.28,Closed,No,Doctor,14991.31,alex.jackson@outlook.com,Unknown,Normal,False
CUST-2974,TXN480130,21.0,Male,Checking,Houston,2021-07-11,2023-01-17,13807.19,EUR,1362.09,Deposit,760.0,3009.04,Active,Yes,Doctor,12525.75,morganandersongmail.com,Auto-debit setup confirmed,Normal,False
CUST-2815,TXN901852,27.0,Female,Fixed Deposit,Phoenix,2022-08-18,2022-01-09,864.42,GBP,-80.81,Withdrawal,489.0,2156.08,Closed,No,Engineer,10289.05,sara.moore@,Unknown,Normal,False
CUST-1271,TXN120742,61.0,Female,Fixed Deposit,Phoenix,2020-06-24,2022-07-07,2829.83,GBP,9999999.0,Withdrawal,668.0,38196.55,Unknown,Yes,Accountant,6180.67,Unknown,Unknown,Normal,False
CUST-1542,TXN230874,44.0,Female,Savings,New York,2020-01-17,2022-12-02,27855.76,NGN,7558.54,Wire Transfer,647.0,7308.15,Closed,Yes,Lawyer,38298.19,jane.anderson@bank.org,Loan disbursed to account,Normal,False
CUST-1505,TXN865806,38.0,Female,Fixed Deposit,Chicago,2019-01-21,2019-04-22,2375.8,EUR,542.11,Deposit,740.0,14669.95,Default,Yes,Accountant,6180.67,lee.brown@,Loan disbursed to account,Normal,False
